Deployment_Date,File_Number,checkout,Site,Seapac_SN, Current_Sensor_SN,"Sensor, norman",Modem_Type,Deployment_Ship,Deployment_Date,,Dep-date norman,"Dep-time,norman",Recovery_Date,,Recovery date,Recovery time,Recovery_Ship,Deployed_Days,,inclination,Comments,,,,,,,,,,,,
2003-09-08,0110-07-24-03,17,W,110,93,DCS3900R,Motorola,R/V Gyre,9/8/2003,,9/8/2003,0:00:00,10/27/2003,,10/27/2003,23:30:00,R/V Gyre,49,,3.37,Wireless_communication_of_data,,,,,,,,,,,,
2003-09-08,40016-09-02-03,41,D,40016,278,DCS-278,Globalstar,R/V Gyre,9/8/2003,,9/8/2003,0:00:00,3/18/2004,,3/19/2004,0:30:00,R/V Gyre,192,,5.33,-,,,,,,,,,,,,
2003-09-09,,,R,,,DCS3900,,,9/9/2003,19:30:00,9/9/2003,19:30:00,2/24/2004,19:30:00,2/24/2004,19:30:00,,,3.43,3.43,-,-,29.64728,93.63947,3.43,,-,,,,,,216
2003-09-09,002-08-04-03,94,J,System 2,223,DCS/223,Globalstar,R/V Gyre,9/9/2003,,9/9/2003,,3/19/2004,,3/19/2004,,R/V Gyre,192,,,,,,,,,,,,,,,
2003-09-09,017-2003-09-09,273,K,System 17,44,DCS/44,Globalstar,R/V Gyre,9/9/2003,,9/9/2003,,3/19/2004,,3/19/2004,,R/V Gyre,192,,,,,,,,,,,,,,,
2003-09-10,,,K,,,B-1509,,,9/10/2003,0:00:00,9/10/2003,0:00:00,3/19/2004,12:30:00,3/19/2004,12:30:00,,,5.38,5.38,-,-,26.21667,96.49917,5.38,,-,,,,,,170
2003-09-10,,,J,,,DCS3900,,,9/10/2003,5:00:00,9/10/2003,5:00:00,3/19/2004,0:00:00,3/19/2004,0:00:00,,,5.48,5.48,-,-,26.18833,97.05067,5.48,,-,,,,,,151
2003-10-27,40014-10-16-03,24,W,40014,42,DCS/42,Motorola,R/V Gyre,10/27/2003,,10/27/2003,,7/8/2004,,7/8/2004,,R/V Longhorn,255,,,,,,,,,,,,,,,
2003-10-28,,,W,,,DCS3900R,,,10/28/2003,0:00:00,10/28/2003,0:00:00,2/22/2004,19:00:00,2/22/2004,19:00:00,,,3.37,3.37,Wireless_communication_of_data,Wireless_communication_of_data,28.3539,96,3.37,,Wireless_communication_of_data,,,,,,261
2004-02-22,40018-10-03-03,36,W,40018,280,DCS3900R,Motorola,R/V Gyre,2/22/2004,,2/22/2004,19:00:00,9/29/2004,,9/29/2004,12:00:00,R/V Longhorn,220,,3.37,Wireless_communication_of_data,,,,,,,,,,,,
2004-02-22,01-2004-02-22,193,B,System 1,352,DCS/352,Globalstar,R/V Gyre,2/22/2004,,2/22/2004,,7/21/2004,,7/21/2004,,R/V Gyre,150,,,,,,,,,,,,,,,
2004-02-23,016-02-05-04,143,N,System 16,276,DCS094,Globalstar,R/V Gyre,2/23/2004,,2/23/2004,15:30:00,7/21/2004,,7/22/2004,0:00:00,R/V Gyre,149,,3.98,-,,,,,,,,,,,,
2004-02-24,0111-01-15-04,10,R,111,289,DCS/289,Motorola,R/V Gyre,2/24/2004,,2/24/2004,,3/21/2004,,3/21/2004,,R/V Gyre,26,,,,,,,,,,,,,,,
2004-02-24,50039-2004-02-24,241,F,50039,17,DCS3900,Motorola,R/V Gyre,2/24/2004,,2/24/2004,9:30:00,3/20/2004,,3/21/2004,2:00:00,R/V Gyre,25,,3.83,-,,,,,,,,,,,,
2004-02-25,,,B,,,DCS352,,,2/25/2004,2:30:00,2/25/2004,2:30:00,7/21/2004,9:30:00,7/21/2004,9:30:00,,,4.23,4.23,-,-,28.98283,94.9162,4.23,,-,,,,,,40
2004-02-25,,,R,,,DCS3900,,,2/25/2004,5:00:00,2/25/2004,5:00:00,3/21/2004,3:30:00,3/21/2004,3:30:00,,,3.43,3.43,-,-,29.64728,93.63947,3.43,,-,,,,,,217
2004-03-18,50040-03-15-04,49,D,50040,178,DCS/178,Globalstar,R/V Gyre,3/18/2004,,3/18/2004,,9/28/2004,,9/28/2004,,R/V Longhorn,194,,,,,,,,,,,,,,,
2004-03-19,,,D,,278,DCS-278,,,3/19/2004,5:30:00,3/19/2004,5:30:00,9/29/2004,7:00:00,9/29/2004,7:00:00,,,5.33,5.33,-,-,27.93295,96.8076,5.33,,-,,,,,,89
2004-03-19,017-1999-02-18,272,K,System 17,44,B-1509,Globalstar,R/V Gyre,3/19/2004,,3/20/2004,0:00:00,7/7/2004,,5/14/2004,9:30:00,missing,110,,5.38,-,,,,,,,,,,,,
2004-03-20,80085-03-11-04,79,F,80085,173,DCS3900,Globalstar,R/V Gyre,3/20/2004,,3/21/2004,5:30:00,7/21/2004,,7/21/2004,15:30:00,R/V Gyre,123,,3.83,-,,,,,,,,,,,,
2004-03-21,50039-02-12-04,58,R,50039,289,DCS3900,Motorola,R/V Gyre,3/21/2004,,3/21/2004,12:30:00,7/22/2004,,7/22/2004,18:00:00,R/V Gyre,123,,3.43,-,,,,,,,,,,,,
2004-07-07,002-04-19-04,95,J,System 2,355,DCS3900,Globalstar,R/V Longhorn,7/7/2004,,7/7/2004,22:00:00,7/26/2004,,7/24/2004,17:30:00,Truck,19,,5.48,-,,,,,,,,,,,,
2004-07-21,80086-04-19-04,71,F,80086,16,DCS3900,Globalstar,R/V Gyre,7/21/2004,,7/21/2004,16:00:00,2/8/2005,,2/8/2005,0:00:00,R/V Gyre,202,,3.83,-,,,,,,,,,,,,
2004-07-21,016-2004-07-21,284,N,System 16,276,DCS094,Globalstar,R/V Gyre,7/21/2004,,7/22/2004,4:30:00,2/8/2005,,4/23/2005,0:00:00,R/V Gyre,202,,3.98,-,,,,,,,,,,,,
2004-07-22,0111-04-13-04,11,R,111,271,DCS3900,Globalstar,R/V Gyre,7/22/2004,,7/22/2004,19:00:00,2/8/2005,,2/10/2005,0:00:00,R/V Gyre,201,,3.43,-,,,,,,,,,,,,
2004-07-23,01-2004-07-23,192,B,System 1,352,DCS352,Globalstar,R/V Gyre,7/23/2004,,7/23/2004,7:30:00,1/10/2005,,1/10/2005,0:00:00,R/V Gyre,171,,4.23,-,,,,,,,,,,,,
2004-08-18,002-07-29-04,96,K,System 2,355,B-1509,Globalstar,R/V Longhorn,8/18/2004,,8/18/2004,0:00:00,5/18/2005,,5/17/2005,6:00:00,R/V Gyre,273,,5.38,-,,,,,,,,,,,,
2004-08-18,006-08-18-03,115,V,System 6,42,DCS70,Globalstar,R/V Longhorn,8/18/2004,,8/19/2004,15:30:00,2/8/2005,,2/9/2005,0:00:00,R/V Gyre,174,,4.75,-,,,,,,,,,,,,
2004-08-19,80085-07-27-04,80,J,80085,173,DCS3900,Globalstar,R/V Longhorn,8/19/2004,,8/18/2004,12:30:00,5/18/2005,,5/17/2005,10:00:00,R/V Gyre,272,,5.48,-,,,,,,,,,,,,
2004-09-28,40014-09-07-04,25,D,40014,389,DCS-278,Globalstar,R/V Longhorn,9/28/2004,,9/29/2004,7:30:00,10/22/2004,,5/18/2005,0:00:00,R/V Longhorn,24,,5.33,-,,,,,,,,,,,,
2004-09-29,0109-05-03-04,4,W,109,278,DCS3900R,Globalstar,R/V Longhorn,9/29/2004,,9/29/2004,12:30:00,10/21/2004,,5/18/2005,0:00:00,R/V Longhorn,22,,3.37,Wireless_communication_of_data,,,,,,,,,,,,
2004-10-21,40016-09-24-04,42,W,40016,280,DCS/280,Globalstar,R/V Longhorn,10/21/2004,,10/21/2004,,5/18/2005,,5/18/2005,,R/V Gyre,209,,,,,,,,,,,,,,,
2004-10-22,50040-10-08-04,51,D,50040,362,DCS/362,Globalstar,R/V Longhorn,10/22/2004,,10/22/2004,,5/18/2005,,5/18/2005,,R/V Gyre,208,,,,,,,,,,,,,,,
2005-01-10,0109-10-26-04,5,B,109,278,DCS352,Globalstar,R/V Gyre,1/10/2005,,1/10/2005,0:30:00,2/8/2005,,2/8/2005,0:00:00,R/V Gyre,29,,4.23,-,,,,,,,,,,,,
2005-02-08,08-2005-02-08,195,B,System 8,363,DCS352,Globalstar,R/V Gyre,2/8/2005,,2/8/2005,0:30:00,3/19/2005,,3/19/2005,0:00:00,R/V Gyre,39,,4.23,-,,,,,,,,,,,,
2005-02-08,109-2005-02-08,243,F,109,378,DCS3900,Globalstar,R/V Gyre,2/8/2005,,2/8/2005,0:30:00,2/21/2006,,2/21/2006,18:30:00,R/V Gyre,378,,3.83,-,,,,,,,,,,,,
2005-02-09,10-2005-02-09,285,N,System 10,350,DCS/350,Globalstar,R/V Gyre,2/9/2005,,2/9/2005,,5/23/2005,,5/23/2005,,R/V Gyre,103,,,,,,,,,,,,,,,
2005-02-09,016-2005-02-09,318,V,System 16,276,DCS70,Globalstar,R/V Gyre,2/9/2005,,2/9/2005,0:30:00,9/24/2005,,9/25/2005,0:00:00,missing,227,,4.75,-,,,,,,,,,,,,
2005-02-10,40014-10-28-04,26,R,40014,289,DCS3900,Globalstar,R/V Gyre,2/10/2005,,2/10/2005,0:00:00,7/11/2005,,7/11/2005,9:00:00,R/V Gyre,151,,3.43,-,,,,,,,,,,,,
2005-04-23,011-2005-04-23,283,N,System 11,273,DCS094,Globalstar,R/V Gyre,4/23/2005,,4/23/2005,0:30:00,9/24/2005,,9/25/2005,0:00:00,missing,154,,3.98,-,,,,,,,,,,,,
2005-04-30,08-2005-04-30,194,B,System 8,363,DCS352,Globalstar,R/V Gyre,4/30/2005,,4/30/2005,0:30:00,10/10/2005,,10/10/2005,0:00:00,R/V Longhorn,163,,4.23,-,,,,,,,,,,,,
2005-05-14,,,K,,,B-1509,,,5/14/2005,6:30:00,5/14/2005,6:30:00,9/25/2005,0:00:00,9/25/2005,0:00:00,,,5.38,5.38,-,-,26.21667,96.49917,5.38,,-,,,,,,173
2005-05-17,001-05-10-05,92,K,System 1,352,DCS/352,Globalstar,R/V Gyre,5/17/2005,,5/17/2005,,9/24/2005,,9/24/2005,,missing,130,,,,,,,,,,,,,,,
2005-05-17,09-2005-05-17,263,J,System 9,221,DCS3900,Globalstar,R/V Gyre,5/17/2005,,5/17/2005,10:30:00,8/12/2005,,8/12/2005,15:00:00,R/V Longhorn,87,,5.48,-,,,,,,,,,,,,
2005-05-18,0111-02-14-05,12,D,111,276,DCS-278,Globalstar,R/V Gyre,5/18/2005,,5/18/2005,6:30:00,10/9/2005,,10/9/2005,0:00:00,R/V Longhorn,144,,5.33,-,,,,,,,,,,,,
2005-05-18,40018-05-10-05,37,W,40018,16,DCS3900R,Globalstar,R/V Gyre,5/18/2005,,5/18/2005,0:30:00,8/13/2005,,8/14/2005,0:00:00,R/V Longhorn,87,,3.37,Wireless_communication_of_data,,,,,,,,,,,,
2005-07-11,80085-06-07-05,81,R,80085,362,DCS3900,Globalstar,R/V Gyre,7/11/2005,,7/11/2005,9:30:00,8/24/2005,,8/24/2005,0:00:00,R/V Gyre,44,,3.43,-,,,,,,,,,,,,
2005-08-12,002-06-03-05,97,J,System 2,355,DCS3900,Globalstar,R/V Longhorn,8/12/2005,,8/12/2005,17:30:00,11/9/2005,,10/9/2005,0:00:00,Osprey Charters,89,,5.48,-,,,,,,,,,,,,
2005-08-13,50040-2005-08-13,322,W,50040,506,DCS/506,Globalstar,R/V Longhorn,8/13/2005,,8/13/2005,,8/27/2005,,8/27/2005,,R/V Gyre,14,,,,,,,,,,,,,,,
2005-08-14,,,W,,,DCS3900R,,,8/14/2005,0:30:00,8/14/2005,0:30:00,2/3/2006,13:30:00,2/3/2006,13:30:00,,,3.37,3.37,Wireless_communication_of_data,Wireless_communication_of_data,28.3539,96,3.37,,Wireless_communication_of_data,,,,,,265
2005-08-24,40014-07-19-05,27,R,40014,289,DCS3900,Globalstar,R/V Gyre,8/24/2005,,8/24/2005,0:30:00,10/9/2005,,10/9/2005,0:00:00,R/V Longhorn,46,,3.43,-,,,,,,,,,,,,
2005-08-27,007-2005-08-27,254,H,Discus 007,,RCM-9 1097,Globalstar,R/V Gyre,8/27/2005,,8/27/2005,18:00:00,3/6/2006,,10/14/2005,10:30:00,R/V Gyre,191,,5.55,-,,,,,,,,,,,,
2005-09-17,50039-09-12-05,60,W,50039,280,DCS/280,Globalstar,R/V Longhorn,9/17/2005,,9/17/2005,,2/3/2006,,2/3/2006,,R/V Gyre,139,,,,,,,,,,,,,,,
2005-10-11,006-09-01-05,116,V,System 6,222,DCS/222,Globalstar,R/V Longhorn,10/11/2005,,10/11/2005,0:00:00,3/6/2006,,3/4/2006,22:30:00,R/V Gyre,146,,4.75,-,,,,,,,,,,,,
2005-10-11,009-10-07-05,126,B,System 9,507,DCS/507,Globalstar,R/V Longhorn,10/11/2005,,10/11/2005,0:00:00,6/15/2006,,6/15/2006,19:00:00,R/V Longhorn,247,,4.23,-,,,,,,,,,,,,
2005-10-11,010-10-07-05,132,N,System 10,508,DCS/508,Globalstar,R/V Longhorn,10/11/2005,,10/11/2005,0:30:00,3/4/2006,,3/3/2006,22:00:00,R/V Gyre,144,,3.98,-,,,,,,,,,,,,
2005-10-11,80085-10-05-05,82,R,80085,362,DCS3900,Globalstar,R/V Longhorn,10/11/2005,,10/11/2005,0:00:00,2/21/2006,,6/16/2006,7:00:00,R/V Gyre,133,,3.43,-,,,,,,,,,,,,
2005-10-13,0110-10-05-05,18,D,110,271,DCS/271,Globalstar,R/V Longhorn,10/13/2005,,10/13/2005,0:30:00,6/14/2006,,6/15/2006,0:30:00,R/V Longhorn,244,,5.33,-,,,,,,,,,,,,
2005-12-07,008-11-04-05,119,A-2,System 8,68,DCS4100/ADCP003,Globalstar,POWHATAN,12/7/2005,,12/7/2005,7:00:00,3/5/2006,,3/5/2006,23:30:00,R/V Gyre,88,,3,Rebel_barge_oil_spill,,,,,,,,,,,,
2006-02-03,0111-10-18-05,13,W,111,67,DCS3900R,Globalstar,R/V Gyre,2/3/2006,,2/3/2006,14:00:00,4/12/2006,,4/11/2006,17:30:00,R/V Longhorn,68,,3.37,Went_adrift_on_04/09/2006.,,,,,,,,,,,,
2006-02-04,,,K,,,B-1509,,,2/4/2006,20:00:00,2/4/2006,20:00:00,9/14/2006,16:30:00,9/14/2006,16:30:00,,,5.38,5.38,-,-,26.21667,96.49917,5.38,,-,,,,,,174
2006-02-04,40016-12-01-05,43,J,40016,69,DCS/69,Globalstar,R/V Gyre,2/4/2006,,2/4/2006,,9/14/2006,,9/14/2006,,R/V Longhorn,222,,,,,,,,,,,,,,,
2006-02-05,,,J,,,DCS3900,,,2/5/2006,1:00:00,2/5/2006,1:00:00,9/14/2006,3:30:00,9/14/2006,3:30:00,,,5.48,5.48,-,-,26.18833,97.05067,5.48,,-,,,,,,156
2006-02-06,002-11-15-05,98,K,System 2,355,DCS/355,Globalstar,R/V Gyre,2/6/2006,,2/6/2006,,9/14/2006,,9/14/2006,,R/V Longhorn,220,,,,,,,,,,,,,,,
2006-02-21,40018-12-20-05,38,F,40018,64,DCS3900,Globalstar,R/V Gyre,2/21/2006,,2/21/2006,18:30:00,8/26/2006,,8/25/2006,12:30:00,R/V Longhorn,186,,3.83,-,,,,,,,,,,,,
2006-02-21,50039-02-08-06,61,R,50039,,DCS/280,Globalstar,R/V Gyre,2/21/2006,,2/21/2006,,6/16/2006,,6/16/2006,,R/V Longhorn,115,,,,,,,,,,,,,,,
2006-03-04,005-03-03-03,110,N,System 5,113,DCS094,Globalstar,R/V Gyre,3/4/2006,,3/4/2006,20:00:00,8/24/2006,,8/24/2006,18:00:00,R/V Longhorn,173,,3.98,-,,,,,,,,,,,,
2006-03-04,06-2006-03-04,317,V,System 6,222,DCS/222,Globalstar,R/V Gyre,3/4/2006,,3/6/2006,4:00:00,8/24/2006,,8/25/2006,0:00:00,R/V Longhorn,173,,4.75,-,,,,,,,,,,,,
2006-04-11,0109-02-23-06,6,W,109,112,DCS3900R,Globalstar,R/V Longhorn,4/11/2006,,4/11/2006,22:30:00,8/25/2006,,8/25/2006,10:30:00,R/V Longhorn,136,,3.37,,,,,,,,,,,,,
2006-06-14,0111-04-20-06,14,D,111,67,DCS/67,Globalstar,R/V Longhorn,6/14/2006,,6/15/2006,2:30:00,3/10/2007,,3/7/2007,18:00:00,R/V Ferrel,269,,5.33,-,,,,,,,,,,,,
2006-06-15,008-04-26-06,120,B,System 8,363,DCS/363,Globalstar,R/V Longhorn,6/15/2006,,6/15/2006,20:00:00,7/8/2006,,7/7/2006,22:30:00,R/V Longhorn,23,,4.23,-,,,,,,,,,,,,
2006-06-16,40014-05-05-06,29,R,40014,289,DCS3900,Globalstar,R/V Longhorn,6/16/2006,,6/16/2006,7:30:00,2/12/2007,,10/3/2006,4:00:00,R/V Ferrel,241,,3.43,-,,,,,,,,,,,,
2006-07-08,009-07-03-06,127,B,System 9,507,DCS/507,Globalstar,R/V Longhorn,7/8/2006,,7/8/2006,0:00:00,2/12/2007,,2/10/2007,23:30:00,R/V Ferrel,219,,4.23,-,,,,,,,,,,,,
2006-08-23,007-2006-08-23,253,H,Discus 007,,RCM-9 1097,Globalstar,R/V Longhorn,8/23/2006,,8/24/2006,0:30:00,7/8/2008,,12/31/2007,0:00:00,DSV Gulf Freedom,685,,5.55,-,,,,,,,,,,,,
2006-08-24,005-02-23-06,111,N,System 5,113,DCS094,Globalstar,R/V Longhorn,8/24/2006,,8/25/2006,0:00:00,2/11/2007,,2/11/2007,8:00:00,R/V Ferrel,171,,3.98,-,,,,,,,,,,,,
2006-08-24,010-07-11-06,133,V,System 10,508,DCS/508,Globalstar,R/V Longhorn,8/24/2006,,8/25/2006,5:30:00,2/10/2007,,9/29/2006,13:30:00,R/V Ferrel,170,,4.75,-,,,,,,,,,,,,
2006-08-24,50039-08-01-06,62,F,50039,126,DCS3900,Globalstar,R/V Longhorn,8/24/2006,,8/25/2006,14:00:00,2/11/2007,,2/11/2007,20:00:00,R/V Ferrel,171,,3.83,-,,,,,,,,,,,,
2006-08-25,0110-07-27-06,19,W,110,63,DCS3900R,Globalstar,R/V Longhorn,8/25/2006,,8/26/2006,3:30:00,3/10/2007,,3/9/2007,0:00:00,R/V Ferrel,197,,3.37,,,,,,,,,,,,,
2006-09-14,80085-08-31-06,83,J,80085,362,DCS3900,Globalstar,R/V Longhorn,9/14/2006,,9/14/2006,14:30:00,3/9/2007,,3/8/2007,20:00:00,R/V Ferrel,176,,5.48,-,,,,,,,,,,,,
2006-09-14,008-08-30-06,121,K,System 8,363,DCS/363,Globalstar,R/V Longhorn,9/14/2006,,9/15/2006,0:00:00,3/9/2007,,3/9/2007,4:00:00,R/V Ferrel,176,,5.38,-,,,,,,,,,,,,
2007-02-12,006-09-19-06,117,V,System 6,506,DCS/506,Globalstar,R/V Ferrel,2/12/2007,,2/12/2007,1:00:00,11/12/2007,,11/13/2007,22:00:00,R/V Brooks McCall,273,,4.75,-,,,,,,,,,,,,
2007-02-11,50040-10-06-06,52,F,50040,64,DCS3900,Globalstar,R/V Ferrel,2/11/2007,,2/12/2007,5:00:00,3/10/2007,,3/10/2007,1:30:00,R/V Ferrel,27,,3.83,-,,,,,,,,,,,,
2007-02-12,002-09-22-06,99,B,System 2,355,DCS/355,Globalstar,R/V Ferrel,2/12/2007,,2/12/2007,10:00:00,11/14/2007,,11/15/2007,0:30:00,R/V Brooks McCall,275,,4.23,-,,,,,,,,,,,,
2007-02-12,0109-10-02-06,7,R,109,112,DCS3900,Globalstar,R/V Ferrel,2/12/2007,,2/12/2007,21:30:00,11/13/2007,,11/14/2007,4:00:00,R/V Brooks McCall,274,,3.43,-,,,,,,,,,,,,
2007-03-08,010-02-28-07,134,N,System 10,508,DCS/508,Globalstar,R/V Ferrel,3/8/2007,,3/8/2007,10:00:00,11/12/2007,,11/13/2007,15:00:00,R/V Brooks McCall,249,,3.98,-,,,,,,,,,,,,
2007-03-08,80085-2007-03-08,225,D,80085,362,DCS/362,Globalstar,R/V Ferrel,3/8/2007,,3/8/2007,,12/6/2007,,12/6/2007,,R/V Brooks McCall,273,,,,,,,,,,,,,,,
2007-03-08,,,J,,,DCS3900,,,3/8/2007,20:30:00,3/8/2007,20:30:00,5/3/2007,0:00:00,5/3/2007,0:00:00,,,5.48,5.48,Beach_recovery,Beach_recovery,26.18833,97.05067,5.48,,Beach_recovery,,,,,,158
2007-03-09,50039-02-22-07,63,J,50039,,DCS/126,Globalstar,R/V Ferrel,3/9/2007,,3/9/2007,,5/3/2007,,5/3/2007,,Truck,55,,,,,,,,,,,,,,,
2007-03-09,80086-01-05-07,72,W,80086,66,DCS3900R,Globalstar,R/V Ferrel,3/9/2007,,3/9/2007,0:30:00,12/4/2007,,12/5/2007,3:30:00,R/V Brooks McCall,270,,3.37,,,,,,,,,,,,,
2007-03-09,009-02-23-07,128,K,System 9,507,DCS/507,Globalstar,R/V Ferrel,3/9/2007,,3/9/2007,4:30:00,12/6/2007,,12/5/2007,22:30:00,R/V Brooks McCall,272,,5.38,-,,,,,,,,,,,,
2007-03-10,40016-01-08-07,44,F,40016,69,DCS3900,Globalstar,R/V Ferrel,3/10/2007,,3/10/2007,2:00:00,11/14/2007,,11/14/2007,20:00:00,R/V Brooks McCall,249,,3.83,-,,,,,,,,,,,,
2007-03-11,,,D,,,DCS-278,,,3/11/2007,3:00:00,3/11/2007,3:00:00,12/6/2007,22:00:00,12/6/2007,22:00:00,,,5.33,5.33,Current_data_highly_suspect_from_October_on_due_to,Current_data_highly_suspect_from_October_on_due_to,27.93295,96.8076,5.33,,Current_data_highly_suspect_from_October_on_due_to,,,,,,94
2007-05-18,,,42035,,,DACT,,,5/18/2007,18:00:00,5/18/2007,18:00:00,12/31/2008,0:00:00,12/31/2008,0:00:00,,,3.37,3.37,-,-,28.3539,96,3.37,,-,,,,,,278
2007-11-12,225M02-11-01-07,157,N,225m02,,DCS138,Globalstar,R/V Brooks McCall,11/12/2007,,11/12/2007,,9/27/2008,,9/27/2008,,R/V Ferrel,320,,,,,,,,,,,,,,,
2007-11-14,,,N,,,DCS094,,,11/14/2007,0:00:00,11/14/2007,0:00:00,9/27/2008,11:00:00,9/27/2008,11:00:00,,,3.98,3.98,-,-,27.8892,94.03667,3.98,,-,,,,,,197
2007-11-12,225M03-11-01-07,156,V,225m03,,DCS/137,Globalstar,R/V Brooks McCall,11/12/2007,,11/12/2007,,2/10/2008,,2/10/2008,,R/V Brooks McCall,90,,,,,,,,,,,,,,,
2007-11-14,,,V,,,DCS70,,,11/14/2007,1:00:00,11/14/2007,1:00:00,2/10/2008,14:30:00,2/10/2008,14:30:00,,,4.75,4.75,-,-,27.8958,93.6125,4.75,,-,,,,,,253
2007-11-13,0110-04-18-07,20,R,110,,DCS/63,Globalstar,R/V Brooks McCall,11/13/2007,,11/13/2007,,10/8/2008,,10/8/2008,,R/V Brooks McCall,330,,,,,,,,,,,,,,,
2007-11-14,,,R,,,DCS3900,,,11/14/2007,4:30:00,11/14/2007,4:30:00,9/24/2008,23:30:00,9/24/2008,23:30:00,,,3.43,3.43,-,-,29.64728,93.63947,3.43,,-,,,,,,226
2007-11-14,50039-05-04-07,64,F,50039,126,DCS3900,Globalstar,R/V Brooks McCall,11/14/2007,,11/14/2007,20:30:00,9/27/2008,,9/26/2008,3:00:00,R/V Ferrel,318,,3.83,-,,,,,,,,,,,,
2007-11-14,008-04-19-07,122,B,System 8,363,DCS/363,Globalstar,R/V Brooks McCall,11/14/2007,,11/15/2007,1:00:00,7/5/2008,,7/6/2008,0:00:00,DSV Gulf Freedom,234,,4.23,-,,,,,,,,,,,,
2007-12-04,0111-03-26-07,15,W,111,67,DCS3900R,Globalstar,R/V Brooks McCall,12/4/2007,,12/5/2007,4:00:00,12/7/2007,,12/7/2007,18:30:00,R/V Brooks McCall,3,,3.37,,,,,,,,,,,,,
2007-12-06,018-09-12-07,145,K,System 18,216,DCS3900,Globalstar,R/V Brooks McCall,12/6/2007,,12/6/2007,0:00:00,7/8/2008,,6/23/2008,0:00:00,DSV Gulf Freedom,215,,5.38,Went_adrift_on.,,,,,,,,,,,,
2007-12-06,40014-02-20-07,153,J,40014,133,DCS3900,Globalstar,R/V Brooks McCall,12/6/2007,,12/6/2007,3:30:00,7/7/2008,,7/7/2008,0:00:00,DSV Gulf Freedom,214,,5.48,-,,,,,,,,,,,,
2007-12-06,50040-04-11-07,53,D,50040,64,DCS4100R,Globalstar,R/V Brooks McCall,12/6/2007,,12/7/2007,4:30:00,7/8/2008,,7/8/2008,13:00:00,DSV Gulf Freedom,215,,5.33,-,,,,,,,,,,,,
2007-12-07,80086-2007-12-07,323,W,80086,66,DCS3900R,Globalstar,R/V Brooks McCall,12/7/2007,,12/7/2007,15:30:00,1/8/2008,,1/1/2008,3:30:00,Truck,32,,3.37,Went_adrift_on_01/01/2008.,,,,,,,,,,,,
2008-07-05,009-01-29-08,129,B,System 9,507,DCS/507,Globalstar,DSV Gulf Freedom,7/5/2008,,7/6/2008,3:00:00,9/25/2008,,9/24/2008,15:00:00,R/V Ferrel,82,,4.23,-,,,,,,,,,,,,
2008-07-06,225M03-03-12-08,154,V,225m03,137,DCS/137,Globalstar,DSV Gulf Freedom,7/6/2008,,7/6/2008,17:00:00,9/27/2008,,9/27/2008,15:30:00,R/V Ferrel,83,,4.75,-,,,,,,,,,,,,
2008-07-07,80085-04-22-08,84,J,80085,362,DCS3900,Globalstar,DSV Gulf Freedom,7/7/2008,,7/7/2008,18:30:00,10/10/2008,,10/10/2008,11:00:00,R/V Brooks McCall,95,,5.48,-,,,,,,,,,,,,
2008-07-07,002-11-20-07,100,K,System 2,214,DCS3900,Globalstar,DSV Gulf Freedom,7/7/2008,,7/7/2008,23:00:00,-,,10/10/2008,17:00:00,missing,,,5.38,-,,,,,,,,,,,,
2008-07-08,40016-01-25-08,45,D,40016,69,DCS/69,Globalstar,DSV Gulf Freedom,7/8/2008,,7/8/2008,13:30:00,10/9/2008,,10/9/2008,18:30:00,R/V Brooks McCall,93,,5.33,-,,,,,,,,,,,,
2008-07-08,80086-02-01-08,73,W,80086,66,DCS3900R,Globalstar,DSV Gulf Freedom,7/8/2008,,7/10/2008,0:30:00,10/12/2008,,10/5/2008,18:00:00,Truck,96,,3.37,Went_adrift_on_?._Recovered_on_Matagorda_Island,,,,,,,,,,,,
2008-09-25,40014-07-15-08,31,R,40014,133,DCS3900,Globalstar,R/V Ferrel,9/25/2008,,9/25/2008,6:30:00,6/19/2009,,6/19/2009,4:30:00,R/V Ferrel,267,,3.43,-,,,,,,,,,,,,
2008-09-25,008-08-08-08,123,B,System 8,363,DCS/363,Globalstar,R/V Ferrel,9/25/2008,,9/25/2008,16:30:00,6/19/2009,,6/19/2009,0:00:00,R/V Ferrel,267,,4.23,-,,,,,,,,,,,,
2008-09-26,,,F,,,DCS3900,,,9/26/2008,15:00:00,9/26/2008,15:00:00,5/26/2009,0:00:00,5/26/2009,0:00:00,,,3.83,3.83,Adrift_from_3/14/08_to_5/26/08,Adrift_from_3/14/08_to_5/26/08,28.836,94.2355,3.83,,Adrift_from_3/14/08_to_5/26/08,,,,,,130
2008-09-27,005-09-09-08,113,V,System 5,68,DCS4100R,Globalstar,R/V Ferrel,9/27/2008,,9/27/2008,,3/4/2009,,3/4/2009,,R/V Brooks McCall,158,,,,,,,,,,,,,,,
2008-09-27,010-12-14-07,135,N,System 10,,DCS/508,Globalstar,R/V Ferrel,9/27/2008,,9/27/2008,,8/12/2009,,8/12/2009,,R/V Ferrel,319,,,,,,,,,,,,,,,
2008-09-28,50040-07-15-08,54,F,50040,64,DCS4100R,Globalstar,R/V Ferrel,9/28/2008,,9/28/2008,,5/26/2009,,5/26/2009,,Truck,240,,,,,,,,,,,,,,,
2008-09-28,,,N,,,DCS094,,,9/28/2008,0:00:00,9/28/2008,0:00:00,8/12/2009,15:00:00,8/12/2009,15:00:00,,,3.98,3.98,-,-,27.8892,94.03667,3.98,,-,,,,,,198
